feature,family,fed_subset,price_action,source,available_from,description,coverage_cpi_discovery,coverage_nfp_discovery,in_models,rule_primitive_eligible
f_pa_m15_ll,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_hl,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_lh,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_seq3,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_upbars5,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_rsi14,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_roc10_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_bb_pctb,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_bb_width_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_donch_pos,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_donch_break,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_ema20_dist_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_ema20_slope_atr,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_m15_compress5,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_range_5m_atrh,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",0.987,0.987,True,True
f_pa_range_15m_atrh,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",0.987,0.987,True,True
f_pa_range_30m_atrh,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",0.987,0.987,True,True
f_pa_range_60m_atrh,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",0.987,0.987,True,True
f_pa_dist_round10_atrh,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_dist_round50_atrh,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",1.0,1.0,True,True
f_pa_false_break_up_1h,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",0.987,0.987,True,True
f_pa_false_break_dn_1h,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",0.987,0.987,True,True
f_pa_break_up_1h,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",0.987,0.987,True,True
f_pa_break_dn_1h,PRICE,False,True,"Dukascopy XAUUSD M1 → M5, M15, H1, H4, D1",chiusura della candela prima del cutoff,"price action: direzione, corpo, stoppini, posizione di chiusura, inside/outside/engulfing, massimi e minimi crescenti, sequenze, RSI, ROC, Bollinger, Donchian, EMA20, compressione, livelli tondi, falsi breakout",0.987,0.987,True,True
f_xm_eur_ret_15m_pct,DXYFX,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,1.0,1.0,True,True
f_xm_eur_ret_60m_pct,DXYFX,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,1.0,1.0,True,True
f_xm_eur_ret_240m_pct,DXYFX,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,1.0,1.0,True,True
f_xm_eur_ret_1440m_pct,DXYFX,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,1.0,1.0,True,True
f_xm_eur_range_60m_pct,DXYFX,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,1.0,1.0,True,True
f_xm_jpy_ret_15m_pct,DXYFX,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,1.0,1.0,True,True
f_xm_jpy_ret_60m_pct,DXYFX,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,1.0,1.0,True,True
f_xm_jpy_ret_240m_pct,DXYFX,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,1.0,1.0,True,True
f_xm_jpy_ret_1440m_pct,DXYFX,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,1.0,1.0,True,True
f_xm_jpy_range_60m_pct,DXYFX,False,False,"Dukascopy EURUSD, USDJPY, USA500, USATECH M1",chiusura della candela,rendimenti 15/60/240/1440 min e range dell'ultima ora dei mercati incrociati,1.0,1.0,True,True
f_rel_xau_dxy_corr_5d,DXYFX,False,False,Dukascopy + Treasury,chiusura della candela / D 18:00 ET,"correlazioni e beta oro-dollaro, oro-azionario, oro-tassi; divergenze",1.0,1.0,True,True
f_rel_xau_dxy_beta_5d,DXYFX,False,False,Dukascopy + Treasury,chiusura della candela / D 18:00 ET,"correlazioni e beta oro-dollaro, oro-azionario, oro-tassi; divergenze",1.0,1.0,True,True
f_rel_xau_dxy_corr_20d,DXYFX,False,False,Dukascopy + Treasury,chiusura della candela / D 18:00 ET,"correlazioni e beta oro-dollaro, oro-azionario, oro-tassi; divergenze",1.0,1.0,True,True
f_rel_xau_dxy_beta_20d,DXYFX,False,False,Dukascopy + Treasury,chiusura della candela / D 18:00 ET,"correlazioni e beta oro-dollaro, oro-azionario, oro-tassi; divergenze",1.0,1.0,True,True
f_rel_xau_dxy_div_24h_pct,DXYFX,False,False,Dukascopy + Treasury,chiusura della candela / D 18:00 ET,"correlazioni e beta oro-dollaro, oro-azionario, oro-tassi; divergenze",1.0,1.0,True,True
f_rel_xau_2y_corr_60d,RATES,False,False,Dukascopy + Treasury,chiusura della candela / D 18:00 ET,"correlazioni e beta oro-dollaro, oro-azionario, oro-tassi; divergenze",1.0,1.0,True,True
f_rel_xau_real10y_corr_60d,RATES,False,False,Dukascopy + Treasury,chiusura della candela / D 18:00 ET,"correlazioni e beta oro-dollaro, oro-azionario, oro-tassi; divergenze",1.0,1.0,True,True
f_rt_be5y,RATES,False,False,U.S. Treasury,D 18:00 ET,"breakeven 5Y/10Y, 5s30s, z-score e percentili dei tassi",1.0,1.0,True,True
f_rt_be5y_chg_5d,RATES,False,False,U.S. Treasury,D 18:00 ET,"breakeven 5Y/10Y, 5s30s, z-score e percentili dei tassi",1.0,1.0,True,True
f_rt_be5y_chg_20d,RATES,False,False,U.S. Treasury,D 18:00 ET,"breakeven 5Y/10Y, 5s30s, z-score e percentili dei tassi",1.0,1.0,True,True
f_rt_be10y,RATES,False,False,U.S. Treasury,D 18:00 ET,"breakeven 5Y/10Y, 5s30s, z-score e percentili dei tassi",1.0,1.0,True,True
f_rt_be10y_chg_5d,RATES,False,False,U.S. Treasury,D 18:00 ET,"breakeven 5Y/10Y, 5s30s, z-score e percentili dei tassi",1.0,1.0,True,True
f_rt_be10y_chg_20d,RATES,False,False,U.S. Treasury,D 18:00 ET,"breakeven 5Y/10Y, 5s30s, z-score e percentili dei tassi",1.0,1.0,True,True
f_rt_slope_5s30s,RATES,False,False,U.S. Treasury,D 18:00 ET,"breakeven 5Y/10Y, 5s30s, z-score e percentili dei tassi",1.0,1.0,True,True
f_rt_y2y_z1y,RATES,False,False,U.S. Treasury,D 18:00 ET,"breakeven 5Y/10Y, 5s30s, z-score e percentili dei tassi",1.0,1.0,True,True
f_rt_y2y_pct1y,RATES,False,False,U.S. Treasury,D 18:00 ET,"breakeven 5Y/10Y, 5s30s, z-score e percentili dei tassi",1.0,1.0,True,True
f_rt_y10y_z1y,RATES,False,False,U.S. Treasury,D 18:00 ET,"breakeven 5Y/10Y, 5s30s, z-score e percentili dei tassi",1.0,1.0,True,True
f_rt_y10y_pct1y,RATES,False,False,U.S. Treasury,D 18:00 ET,"breakeven 5Y/10Y, 5s30s, z-score e percentili dei tassi",1.0,1.0,True,True
f_rt_r10y_z1y,RATES,False,False,U.S. Treasury,D 18:00 ET,"breakeven 5Y/10Y, 5s30s, z-score e percentili dei tassi",1.0,1.0,True,True
f_rt_r10y_pct1y,RATES,False,False,U.S. Treasury,D 18:00 ET,"breakeven 5Y/10Y, 5s30s, z-score e percentili dei tassi",1.0,1.0,True,True
f_rt_vix_z1y,VOLRISK,False,False,Cboe,D 17:00 ET,VIX in z-score a un anno,1.0,1.0,True,True
f_news_epu_ma7,VOLRISK,False,False,EPU / GPR,"EPU D+2, GPR D+8",incertezza politica e rischio geopolitico dal testo dei giornali,1.0,1.0,True,True
f_news_epu_pct1y,VOLRISK,False,False,EPU / GPR,"EPU D+2, GPR D+8",incertezza politica e rischio geopolitico dal testo dei giornali,1.0,1.0,True,True
f_news_epu_chg_30d,VOLRISK,False,False,EPU / GPR,"EPU D+2, GPR D+8",incertezza politica e rischio geopolitico dal testo dei giornali,1.0,1.0,True,True
f_news_gpr_ma7,VOLRISK,False,False,EPU / GPR,"EPU D+2, GPR D+8",incertezza politica e rischio geopolitico dal testo dei giornali,1.0,1.0,True,True
f_news_gpr_pct1y,VOLRISK,False,False,EPU / GPR,"EPU D+2, GPR D+8",incertezza politica e rischio geopolitico dal testo dei giornali,1.0,1.0,True,True
f_news_gpr_chg_30d,VOLRISK,False,False,EPU / GPR,"EPU D+2, GPR D+8",incertezza politica e rischio geopolitico dal testo dei giornali,1.0,1.0,True,True
f_news_gpr_threat_ma7,VOLRISK,False,False,EPU / GPR,"EPU D+2, GPR D+8",incertezza politica e rischio geopolitico dal testo dei giornali,1.0,1.0,True,True
f_news_gpr_threat_pct1y,VOLRISK,False,False,EPU / GPR,"EPU D+2, GPR D+8",incertezza politica e rischio geopolitico dal testo dei giornali,1.0,1.0,True,True
f_news_gpr_threat_chg_30d,VOLRISK,False,False,EPU / GPR,"EPU D+2, GPR D+8",incertezza politica e rischio geopolitico dal testo dei giornali,1.0,1.0,True,True
f_news_gpr_act_ma7,VOLRISK,False,False,EPU / GPR,"EPU D+2, GPR D+8",incertezza politica e rischio geopolitico dal testo dei giornali,1.0,1.0,True,True
f_news_gpr_act_pct1y,VOLRISK,False,False,EPU / GPR,"EPU D+2, GPR D+8",incertezza politica e rischio geopolitico dal testo dei giornali,1.0,1.0,True,True
f_news_gpr_act_chg_30d,VOLRISK,False,False,EPU / GPR,"EPU D+2, GPR D+8",incertezza politica e rischio geopolitico dal testo dei giornali,1.0,1.0,True,True
f_cal_weekday,CAL,False,False,calendario BLS/Fed/ForexFactory,noto in anticipo,"giorni dall'ultimo e al prossimo FOMC, altre news ad alto impatto vicine, mese, settimana",1.0,1.0,True,True
f_cal_month,CAL,False,False,calendario BLS/Fed/ForexFactory,noto in anticipo,"giorni dall'ultimo e al prossimo FOMC, altre news ad alto impatto vicine, mese, settimana",1.0,1.0,True,True
f_cal_days_since_fomc,CAL,True,False,calendario BLS/Fed/ForexFactory,noto in anticipo,"giorni dall'ultimo e al prossimo FOMC, altre news ad alto impatto vicine, mese, settimana",1.0,1.0,True,True
f_cal_days_to_fomc,CAL,True,False,calendario BLS/Fed/ForexFactory,noto in anticipo,"giorni dall'ultimo e al prossimo FOMC, altre news ad alto impatto vicine, mese, settimana",1.0,1.0,True,True
f_cal_days_to_month_end,CAL,False,False,calendario BLS/Fed/ForexFactory,noto in anticipo,"giorni dall'ultimo e al prossimo FOMC, altre news ad alto impatto vicine, mese, settimana",1.0,1.0,True,True
f_cal_high_same_day,CAL,False,False,calendario BLS/Fed/ForexFactory,noto in anticipo,"giorni dall'ultimo e al prossimo FOMC, altre news ad alto impatto vicine, mese, settimana",1.0,1.0,True,True
f_cal_high_same_time,CAL,False,False,calendario BLS/Fed/ForexFactory,noto in anticipo,"giorni dall'ultimo e al prossimo FOMC, altre news ad alto impatto vicine, mese, settimana",1.0,1.0,True,True
f_cal_high_prev24h,CAL,False,False,calendario BLS/Fed/ForexFactory,noto in anticipo,"giorni dall'ultimo e al prossimo FOMC, altre news ad alto impatto vicine, mese, settimana",1.0,1.0,True,True
f_cal_is_nfp,CAL,False,False,calendario BLS/Fed/ForexFactory,noto in anticipo,"giorni dall'ultimo e al prossimo FOMC, altre news ad alto impatto vicine, mese, settimana",1.0,1.0,True,True
f_surp_claims_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_claims_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_claims_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_claims_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_hawk_index_30d,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_hawk_count_30d,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_cons_nfp,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.0,1.0,True,True
f_cons_nfp_minus_last,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.0,1.0,True,True
f_cons_nfp_minus_avg3,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.0,1.0,True,True
f_cons_nfp_z_vs_recent,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.0,1.0,True,True
f_cons_ur,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.0,1.0,True,True
f_cons_ur_minus_last,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.0,1.0,True,True
f_cons_ur_minus_avg3,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.0,1.0,True,True
f_cons_ur_z_vs_recent,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.0,1.0,True,True
f_cons_ahe,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.0,1.0,True,True
f_cons_ahe_minus_last,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.0,1.0,True,True
f_cons_ahe_minus_avg3,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.0,1.0,True,True
f_cons_ahe_z_vs_recent,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,0.0,1.0,True,True
f_surp_adp_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_adp_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_adp_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_adp_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ism_m_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ism_m_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ism_m_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ism_m_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ahe_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ahe_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ahe_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ahe_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ism_s_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ism_s_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ism_s_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_ism_s_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_nfp_last,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_nfp_mean3,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_nfp_streak,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_surp_nfp_days,MACRO,False,False,storico ForexFactory (prime stampe verificate con BLS),release + 60 s,"memoria delle sorprese di 18 serie: ultima, media di 3, serie dello stesso segno, giorni; indice hawkish",1.0,1.0,True,True
f_cons_cpi,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
f_cons_cpi_minus_last,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
f_cons_cpi_minus_avg3,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
f_cons_cpi_z_vs_recent,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
f_cons_core_cpi,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
f_cons_core_cpi_minus_last,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
f_cons_core_cpi_minus_avg3,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
f_cons_core_cpi_z_vs_recent,CONSENSUS,False,False,storico ForexFactory (forecast),prima di T0 (non garantito a T−3D),consensus della release corrente e distanza dal precedente e dalla media recente,1.0,0.0,True,True
